date,variable,value
2020-06-30,mkt_ret,2.46
2020-06-30,mkt_rf,2.45
2020-06-30,neutral_pct,26.9592
2020-06-30,rf,0.01
2020-06-30,rmw,0.14
2020-06-30,sentiment_michigan_ics,78.1
2020-06-30,smb,2.67
2020-07-31,bearish_pct,48.4733
2020-07-31,bull_bear_spread,-28.244300000000003
2020-07-31,bullish_pct,20.229
2020-07-31,cma,0.97
2020-07-31,hml,-1.44
2020-07-31,mkt_ret,5.84
2020-07-31,mkt_rf,5.83
2020-07-31,neutral_pct,31.2977
2020-07-31,rf,0.01
2020-07-31,rmw,0.38
2020-07-31,sentiment_michigan_ics,72.5
2020-07-31,smb,-2.35
2020-08-31,bearish_pct,39.622600000000006
2020-08-31,bull_bear_spread,-7.547100000000007
2020-08-31,bullish_pct,32.0755
2020-08-31,cma,-1.51
2020-08-31,hml,-3.02
2020-08-31,mkt_ret,7.63
2020-08-31,mkt_rf,7.62
2020-08-31,neutral_pct,28.301900000000003
2020-08-31,rf,0.01
2020-08-31,rmw,4.27
2020-08-31,sentiment_michigan_ics,74.1
2020-08-31,smb,-0.2
2020-09-30,bearish_pct,45.9916
2020-09-30,bull_bear_spread,-21.0971
2020-09-30,bullish_pct,24.8945
2020-09-30,cma,-1.93
2020-09-30,hml,-2.72
2020-09-30,mkt_ret,-3.63
2020-09-30,mkt_rf,-3.64
2020-09-30,neutral_pct,29.1139
2020-09-30,rf,0.01
2020-09-30,rmw,-1.38
2020-09-30,sentiment_michigan_ics,80.4
2020-09-30,smb,0.06
2020-10-31,bearish_pct,35.2941
2020-10-31,bull_bear_spread,0.0
2020-10-31,bullish_pct,35.2941
2020-10-31,cma,-0.57
2020-10-31,hml,4.25
2020-10-31,mkt_ret,-2.0700000000000003
2020-10-31,mkt_rf,-2.08
2020-10-31,neutral_pct,29.4118
2020-10-31,rf,0.01
2020-10-31,rmw,-0.77
2020-10-31,sentiment_michigan_ics,81.8
2020-10-31,smb,4.34
2020-11-30,bearish_pct,27.4725
2020-11-30,bull_bear_spread,19.7802
2020-11-30,bullish_pct,47.2527
2020-11-30,cma,1.28
2020-11-30,hml,2.09
2020-11-30,mkt_ret,12.46
2020-11-30,mkt_rf,12.45
2020-11-30,neutral_pct,25.2747
2020-11-30,rf,0.01
2020-11-30,rmw,-2.25
2020-11-30,sentiment_michigan_ics,76.9
2020-11-30,smb,5.81
2020-12-31,bearish_pct,26.7974
2020-12-31,bull_bear_spread,19.281
2020-12-31,bullish_pct,46.0784
2020-12-31,cma,-0.06
2020-12-31,hml,-1.68
2020-12-31,mkt_ret,4.64
2020-12-31,mkt_rf,4.63
2020-12-31,neutral_pct,27.1242
2020-12-31,rf,0.01
2020-12-31,rmw,-1.97
2020-12-31,sentiment_michigan_ics,80.7
2020-12-31,smb,5.01
2021-01-31,bearish_pct,38.3117
2021-01-31,bull_bear_spread,-0.6494
2021-01-31,bullish_pct,37.6623
2021-01-31,cma,4.97
2021-01-31,hml,3.22
2021-01-31,mkt_ret,-0.07
2021-01-31,mkt_rf,-0.07
2021-01-31,neutral_pct,24.026
2021-01-31,rf,0.0
2021-01-31,rmw,-3.65
2021-01-31,sentiment_michigan_ics,79.0
2021-01-31,smb,7.14
2021-02-28,bearish_pct,23.7785
2021-02-28,bull_bear_spread,22.1498
2021-02-28,bullish_pct,45.9283
2021-02-28,cma,-1.99
2021-02-28,hml,7.2
2021-02-28,mkt_ret,2.81
2021-02-28,mkt_rf,2.81
2021-02-28,neutral_pct,30.2932
2021-02-28,rf,0.0
2021-02-28,rmw,0.33
2021-02-28,sentiment_michigan_ics,76.8
2021-02-28,smb,2.02
2021-03-31,bearish_pct,20.5696
2021-03-31,bull_bear_spread,30.3798
2021-03-31,bullish_pct,50.9494
2021-03-31,cma,3.52
2021-03-31,hml,7.35
2021-03-31,mkt_ret,3.16
2021-03-31,mkt_rf,3.16
2021-03-31,neutral_pct,28.481
2021-03-31,rf,0.0
2021-03-31,rmw,6.35
2021-03-31,sentiment_michigan_ics,84.9
2021-03-31,smb,-2.33
2021-04-30,bearish_pct,25.675700000000003
2021-04-30,bull_bear_spread,16.891899999999996
2021-04-30,bullish_pct,42.5676
2021-04-30,cma,-2.72
2021-04-30,hml,-1.02
2021-04-30,mkt_ret,4.95
2021-04-30,mkt_rf,4.95
2021-04-30,neutral_pct,31.7568
2021-04-30,rf,0.0
2021-04-30,rmw,2.43
2021-04-30,sentiment_michigan_ics,88.3
2021-04-30,smb,-3.19
2021-05-31,bearish_pct,26.428600000000003
2021-05-31,bull_bear_spread,10.0
2021-05-31,bullish_pct,36.4286
2021-05-31,cma,3.01
2021-05-31,hml,7.04
2021-05-31,mkt_ret,0.3
2021-05-31,mkt_rf,0.3
2021-05-31,neutral_pct,37.1429
2021-05-31,rf,0.0
2021-05-31,rmw,2.34
2021-05-31,sentiment_michigan_ics,82.9
2021-05-31,smb,-0.2
2021-06-30,bearish_pct,23.3333
2021-06-30,bull_bear_spread,17.083399999999997
2021-06-30,bullish_pct,40.4167
2021-06-30,cma,-0.93
2021-06-30,hml,-7.86
2021-06-30,mkt_ret,2.74
2021-06-30,mkt_rf,2.74
2021-06-30,neutral_pct,36.25
2021-06-30,rf,0.0
2021-06-30,rmw,-2.14
2021-06-30,sentiment_michigan_ics,85.5
2021-06-30,smb,1.7
2021-07-31,bearish_pct,24.1071
2021-07-31,bull_bear_spread,12.0536
2021-07-31,bullish_pct,36.1607
2021-07-31,cma,-0.59
2021-07-31,hml,-1.79
2021-07-31,mkt_ret,1.34
2021-07-31,mkt_rf,1.34
2021-07-31,neutral_pct,39.7321
2021-07-31,rf,0.0
2021-07-31,rmw,5.5
2021-07-31,sentiment_michigan_ics,81.2
2021-07-31,smb,-3.93
2021-08-31,bearish_pct,32.967
2021-08-31,bull_bear_spread,6.593400000000003
2021-08-31,bullish_pct,39.5604
2021-08-31,cma,-1.72
2021-08-31,hml,-0.23
2021-08-31,mkt_ret,2.94
2021-08-31,mkt_rf,2.94
2021-08-31,neutral_pct,27.4725
2021-08-31,rf,0.0
2021-08-31,rmw,-0.26
2021-08-31,sentiment_michigan_ics,70.3
2021-08-31,smb,-0.32
2021-09-30,bearish_pct,40.7186
2021-09-30,bull_bear_spread,-12.574900000000005
2021-09-30,bullish_pct,28.1437
2021-09-30,cma,2.0
2021-09-30,hml,5.12
2021-09-30,mkt_ret,-4.4
2021-09-30,mkt_rf,-4.4
2021-09-30,neutral_pct,31.1377
2021-09-30,rf,0.0
2021-09-30,rmw,-1.92
2021-09-30,sentiment_michigan_ics,72.8
2021-09-30,smb,0.66
2021-10-31,bearish_pct,29.4372
2021-10-31,bull_bear_spread,10.389599999999998
2021-10-31,bullish_pct,39.8268
2021-10-31,cma,-1.54
2021-10-31,hml,-0.53
2021-10-31,mkt_ret,6.63
2021-10-31,mkt_rf,6.63
2021-10-31,neutral_pct,30.7359
2021-10-31,rf,0.0
2021-10-31,rmw,1.71
2021-10-31,sentiment_michigan_ics,71.7
2021-10-31,smb,-2.26
2021-11-30,bearish_pct,35.7143
2021-11-30,bull_bear_spread,-1.9048000000000016
2021-11-30,bullish_pct,33.8095
2021-11-30,cma,1.7
2021-11-30,hml,-0.37
2021-11-30,mkt_ret,-1.58
2021-11-30,mkt_rf,-1.58
2021-11-30,neutral_pct,30.4762
2021-11-30,rf,0.0
2021-11-30,rmw,7.19
2021-11-30,sentiment_michigan_ics,67.4
2021-11-30,smb,-1.31
2021-12-31,bearish_pct,30.5439
2021-12-31,bull_bear_spread,7.113
2021-12-31,bullish_pct,37.6569
2021-12-31,cma,4.29
2021-12-31,hml,3.25
2021-12-31,mkt_ret,3.24
2021-12-31,mkt_rf,3.23
2021-12-31,neutral_pct,31.7992
2021-12-31,rf,0.01
2021-12-31,rmw,4.88
2021-12-31,sentiment_michigan_ics,70.6
2021-12-31,smb,-1.63
2022-01-31,bearish_pct,52.9412
2022-01-31,bull_bear_spread,-29.8039
2022-01-31,bullish_pct,23.1373
2022-01-31,cma,7.73
2022-01-31,hml,12.86
2022-01-31,mkt_ret,-6.16
2022-01-31,mkt_rf,-6.16
2022-01-31,neutral_pct,23.9216
2022-01-31,rf,0.0
2022-01-31,rmw,0.77
2022-01-31,sentiment_michigan_ics,67.2
2022-01-31,smb,-5.93
2022-02-28,bearish_pct,53.6697
2022-02-28,bull_bear_spread,-30.2752
2022-02-28,bullish_pct,23.3945
2022-02-28,cma,3.03
2022-02-28,hml,3.06
2022-02-28,mkt_ret,-2.28
2022-02-28,mkt_rf,-2.28
2022-02-28,neutral_pct,22.9358
2022-02-28,rf,0.0
2022-02-28,rmw,-2.03
2022-02-28,sentiment_michigan_ics,62.8
2022-02-28,smb,2.16
2022-03-31,bearish_pct,27.5362
2022-03-31,bull_bear_spread,4.347899999999999
2022-03-31,bullish_pct,31.8841
2022-03-31,cma,3.21
2022-03-31,hml,-1.9
2022-03-31,mkt_ret,3.08
2022-03-31,mkt_rf,3.08
2022-03-31,neutral_pct,40.5797
2022-03-31,rf,0.0
2022-03-31,rmw,-1.5
2022-03-31,sentiment_michigan_ics,59.4
2022-03-31,smb,-1.55
2022-04-30,bearish_pct,59.3607
2022-04-30,bull_bear_spread,-42.9223
2022-04-30,bullish_pct,16.4384
2022-04-30,cma,5.92
2022-04-30,hml,6.18
2022-04-30,mkt_ret,-9.41
2022-04-30,mkt_rf,-9.41
2022-04-30,neutral_pct,24.2009
2022-04-30,rf,0.0
2022-04-30,rmw,3.41
2022-04-30,sentiment_michigan_ics,65.2
2022-04-30,smb,-1.35
2022-05-31,bearish_pct,53.4972
2022-05-31,bull_bear_spread,-33.648399999999995
2022-05-31,bullish_pct,19.8488
2022-05-31,cma,3.95
2022-05-31,hml,8.44
2022-05-31,mkt_ret,-0.31
2022-05-31,mkt_rf,-0.34
2022-05-31,neutral_pct,26.6541
2022-05-31,rf,0.03
2022-05-31,rmw,1.55
2022-05-31,sentiment_michigan_ics,58.4
2022-05-31,smb,-1.84
2022-06-30,bearish_pct,46.697
2022-06-30,bull_bear_spread,-23.918000000000003
2022-06-30,bullish_pct,22.779
2022-06-30,cma,-4.58
2022-06-30,hml,-6.0
2022-06-30,mkt_ret,-8.34
2022-06-30,mkt_rf,-8.4
2022-06-30,neutral_pct,30.5239
2022-06-30,rf,0.06
2022-06-30,rmw,1.76
2022-06-30,sentiment_michigan_ics,50.0
2022-06-30,smb,2.07
2022-07-31,bearish_pct,40.099
2022-07-31,bull_bear_spread,-12.376200000000008
2022-07-31,bullish_pct,27.7228
2022-07-31,cma,-6.85
2022-07-31,hml,-4.15
2022-07-31,mkt_ret,9.65
2022-07-31,mkt_rf,9.57
2022-07-31,neutral_pct,32.178200000000004
2022-07-31,rf,0.08
2022-07-31,rmw,0.77
2022-07-31,sentiment_michigan_ics,51.5
2022-07-31,smb,2.84
2022-08-31,bearish_pct,42.3823
2022-08-31,bull_bear_spread,-14.681500000000003
2022-08-31,bullish_pct,27.7008
2022-08-31,cma,1.32
2022-08-31,hml,0.18
2022-08-31,mkt_ret,-3.58
2022-08-31,mkt_rf,-3.77
2022-08-31,neutral_pct,29.9169
2022-08-31,rf,0.19
2022-08-31,rmw,-4.78
2022-08-31,sentiment_michigan_ics,58.2
2022-08-31,smb,1.41
2022-09-30,bearish_pct,60.8076
2022-09-30,bull_bear_spread,-40.85509999999999
2022-09-30,bullish_pct,19.9525
2022-09-30,cma,-0.77
2022-09-30,hml,0.03
2022-09-30,mkt_ret,-9.15
2022-09-30,mkt_rf,-9.34
2022-09-30,neutral_pct,19.2399
2022-09-30,rf,0.19
2022-09-30,rmw,-1.37
2022-09-30,sentiment_michigan_ics,58.6
2022-09-30,smb,-0.76
2022-10-31,bearish_pct,45.6647
2022-10-31,bull_bear_spread,-19.075100000000003
2022-10-31,bullish_pct,26.5896
2022-10-31,cma,6.43
2022-10-31,hml,7.97
2022-10-31,mkt_ret,8.08
2022-10-31,mkt_rf,7.85
2022-10-31,neutral_pct,27.7457
2022-10-31,rf,0.23
2022-10-31,rmw,3.27
2022-10-31,sentiment_michigan_ics,59.9
2022-10-31,smb,0.01
2022-11-30,bearish_pct,40.2332
2022-11-30,bull_bear_spread,-11.370200000000004
2022-11-30,bullish_pct,28.863
2022-11-30,cma,3.15
2022-11-30,hml,1.48
2022-11-30,mkt_ret,4.94
2022-11-30,mkt_rf,4.65
2022-11-30,neutral_pct,30.9038
2022-11-30,rf,0.29
2022-11-30,rmw,6.3
2022-11-30,sentiment_michigan_ics,56.7
2022-11-30,smb,-3.57
2022-12-31,bearish_pct,47.619
2022-12-31,bull_bear_spread,-21.1309
2022-12-31,bullish_pct,26.4881
2022-12-31,cma,4.28
2022-12-31,hml,1.34
2022-12-31,mkt_ret,-6.05
2022-12-31,mkt_rf,-6.38
2022-12-31,neutral_pct,25.8929
2022-12-31,rf,0.33
2022-12-31,rmw,0.32
2022-12-31,sentiment_michigan_ics,59.8
2022-12-31,smb,-0.76
2023-01-31,bearish_pct,36.6762
2023-01-31,bull_bear_spread,-8.309399999999997
2023-01-31,bullish_pct,28.3668
2023-01-31,cma,-4.43
2023-01-31,hml,-3.94
2023-01-31,mkt_ret,6.96
2023-01-31,mkt_rf,6.61
2023-01-31,neutral_pct,34.957
2023-01-31,rf,0.35
2023-01-31,rmw,-2.42
2023-01-31,sentiment_michigan_ics,64.9
2023-01-31,smb,5.01
2023-02-28,bearish_pct,38.5882
2023-02-28,bull_bear_spread,-16.941100000000002
2023-02-28,bullish_pct,21.6471
2023-02-28,cma,-1.51
2023-02-28,hml,-0.8
2023-02-28,mkt_ret,-2.23
2023-02-28,mkt_rf,-2.57
2023-02-28,neutral_pct,39.7647
2023-02-28,rf,0.34
2023-02-28,rmw,0.97
2023-02-28,sentiment_michigan_ics,66.9
2023-02-28,smb,1.05
2023-03-31,bearish_pct,45.61
2023-03-31,bull_bear_spread,-23.1
2023-03-31,bullish_pct,22.51
2023-03-31,cma,-2.1
2023-03-31,hml,-9.05
2023-03-31,mkt_ret,2.84
2023-03-31,mkt_rf,2.48
2023-03-31,neutral_pct,31.87
2023-03-31,rf,0.36
2023-03-31,rmw,2.27
2023-03-31,sentiment_michigan_ics,62.0
2023-03-31,smb,-5.48
2023-04-30,bearish_pct,38.5057
2023-04-30,bull_bear_spread,-14.367799999999995
2023-04-30,bullish_pct,24.1379
2023-04-30,cma,2.85
2023-04-30,hml,-0.12
2023-04-30,mkt_ret,0.97
2023-04-30,mkt_rf,0.62
2023-04-30,neutral_pct,37.3563
2023-04-30,rf,0.35
2023-04-30,rmw,2.42
2023-04-30,sentiment_michigan_ics,63.7
2023-04-30,smb,-3.37
2023-05-31,bearish_pct,39.6923
2023-05-31,bull_bear_spread,-12.307700000000004
2023-05-31,bullish_pct,27.3846
2023-05-31,cma,-7.08
2023-05-31,hml,-7.79
2023-05-31,mkt_ret,0.7
2023-05-31,mkt_rf,0.34
2023-05-31,neutral_pct,32.9231
2023-05-31,rf,0.36
2023-05-31,rmw,-1.78
2023-05-31,sentiment_michigan_ics,59.0
2023-05-31,smb,1.6
2023-06-30,bearish_pct,27.469900000000003
2023-06-30,bull_bear_spread,14.4578
2023-06-30,bullish_pct,41.9277
2023-06-30,cma,-1.54
2023-06-30,hml,-0.13
2023-06-30,mkt_ret,6.86
2023-06-30,mkt_rf,6.46
2023-06-30,neutral_pct,30.602400000000003
2023-06-30,rf,0.4
2023-06-30,rmw,2.32
2023-06-30,sentiment_michigan_ics,64.2
2023-06-30,smb,1.49
2023-07-31,bearish_pct,24.1164
2023-07-31,bull_bear_spread,20.790000000000006
2023-07-31,bullish_pct,44.906400000000005
2023-07-31,cma,0.66
2023-07-31,hml,4.06
2023-07-31,mkt_ret,3.66
2023-07-31,mkt_rf,3.21
2023-07-31,neutral_pct,30.9771
2023-07-31,rf,0.45
2023-07-31,rmw,-0.59
2023-07-31,sentiment_michigan_ics,71.5
2023-07-31,smb,2.05
2023-08-31,bearish_pct,34.5324
2023-08-31,bull_bear_spread,-1.4389000000000038
2023-08-31,bullish_pct,33.0935
2023-08-31,cma,-2.41
2023-08-31,hml,-1.15
2023-08-31,mkt_ret,-1.91
2023-08-31,mkt_rf,-2.36
2023-08-31,neutral_pct,32.3741
2023-08-31,rf,0.45
2023-08-31,rmw,3.35
2023-08-31,sentiment_michigan_ics,69.4
2023-08-31,smb,-3.14
2023-09-30,bearish_pct,40.9429
2023-09-30,bull_bear_spread,-13.151300000000004
2023-09-30,bullish_pct,27.7916
2023-09-30,cma,-0.77
2023-09-30,hml,1.49
2023-09-30,mkt_ret,-4.800000000000001
2023-09-30,mkt_rf,-5.23
2023-09-30,neutral_pct,31.265500000000003
2023-09-30,rf,0.43
2023-09-30,rmw,1.87
2023-09-30,sentiment_michigan_ics,67.8
2023-09-30,smb,-2.51
2023-10-31,bearish_pct,43.1762
2023-10-31,bull_bear_spread,-13.895799999999994
2023-10-31,bullish_pct,29.2804
2023-10-31,cma,-0.69
2023-10-31,hml,0.2
2023-10-31,mkt_ret,-2.68
2023-10-31,mkt_rf,-3.15
2023-10-31,neutral_pct,27.5434
2023-10-31,rf,0.47
2023-10-31,rmw,2.41
2023-10-31,sentiment_michigan_ics,63.8
2023-10-31,smb,-3.86
2023-11-30,bearish_pct,19.5652
2023-11-30,bull_bear_spread,29.1926
2023-11-30,bullish_pct,48.7578
2023-11-30,cma,-1.08
2023-11-30,hml,1.67
2023-11-30,mkt_ret,9.32
2023-11-30,mkt_rf,8.88
2023-11-30,neutral_pct,31.677
2023-11-30,rf,0.44
2023-11-30,rmw,-3.73
2023-11-30,sentiment_michigan_ics,61.3
2023-11-30,smb,-0.1
2023-12-31,bearish_pct,25.0633
2023-12-31,bull_bear_spread,21.26580000000001
2023-12-31,bullish_pct,46.3291
2023-12-31,cma,1.29
2023-12-31,hml,4.89
2023-12-31,mkt_ret,5.279999999999999
2023-12-31,mkt_rf,4.85
2023-12-31,neutral_pct,28.6076
2023-12-31,rf,0.43
2023-12-31,rmw,-2.97
2023-12-31,sentiment_michigan_ics,69.7
2023-12-31,smb,6.3
2024-01-31,bearish_pct,26.0976
2024-01-31,bull_bear_spread,13.170700000000004
2024-01-31,bullish_pct,39.2683
2024-01-31,cma,-0.97
2024-01-31,hml,-2.38
2024-01-31,mkt_ret,1.2
2024-01-31,mkt_rf,0.73
2024-01-31,neutral_pct,34.634100000000004
2024-01-31,rf,0.47
2024-01-31,rmw,0.67
2024-01-31,sentiment_michigan_ics,79.0
2024-01-31,smb,-5.07
2024-02-29,bearish_pct,21.3376
2024-02-29,bull_bear_spread,25.1592
2024-02-29,bullish_pct,46.4968
2024-02-29,cma,-2.17
2024-02-29,hml,-3.43
2024-02-29,mkt_ret,5.49
2024-02-29,mkt_rf,5.07
2024-02-29,neutral_pct,32.1656
2024-02-29,rf,0.42
2024-02-29,rmw,-2.06
2024-02-29,sentiment_michigan_ics,76.9
2024-02-29,smb,-0.24
2024-03-31,bearish_pct,22.449
2024-03-31,bull_bear_spread,27.551
2024-03-31,bullish_pct,50.0
2024-03-31,cma,1.14
2024-03-31,hml,4.16
2024-03-31,mkt_ret,3.27
2024-03-31,mkt_rf,2.84
2024-03-31,neutral_pct,27.551
2024-03-31,rf,0.43
2024-03-31,rmw,1.33
2024-03-31,sentiment_michigan_ics,79.4
2024-03-31,smb,-2.5
2024-04-30,bearish_pct,33.9332
2024-04-30,bull_bear_spread,-1.799500000000002
2024-04-30,bullish_pct,32.1337
2024-04-30,cma,-0.31
2024-04-30,hml,-0.45
2024-04-30,mkt_ret,-4.180000000000001
2024-04-30,mkt_rf,-4.65
2024-04-30,neutral_pct,33.9332
2024-04-30,rf,0.47
2024-04-30,rmw,1.14
2024-04-30,sentiment_michigan_ics,77.2
2024-04-30,smb,-2.37
2024-05-31,bearish_pct,26.7123
2024-05-31,bull_bear_spread,12.3288
2024-05-31,bullish_pct,39.0411
2024-05-31,cma,-2.85
2024-05-31,hml,-1.31
2024-05-31,mkt_ret,4.7700000000000005
2024-05-31,mkt_rf,4.33
2024-05-31,neutral_pct,34.2466
2024-05-31,rf,0.44
2024-05-31,rmw,3.17
2024-05-31,sentiment_michigan_ics,69.1
2024-05-31,smb,0.55
2024-06-30,bearish_pct,28.3465
2024-06-30,bull_bear_spread,16.141699999999997
2024-06-30,bullish_pct,44.4882
2024-06-30,cma,-1.8
2024-06-30,hml,-3.36
2024-06-30,mkt_ret,3.21
2024-06-30,mkt_rf,2.8
2024-06-30,neutral_pct,27.1654
2024-06-30,rf,0.41
2024-06-30,rmw,0.56
2024-06-30,sentiment_michigan_ics,68.2
2024-06-30,smb,-3.0
2024-07-31,bearish_pct,31.7343
2024-07-31,bull_bear_spread,11.439100000000003
2024-07-31,bullish_pct,43.1734
2024-07-31,cma,0.28
2024-07-31,hml,5.62
2024-07-31,mkt_ret,1.67
2024-07-31,mkt_rf,1.22
2024-07-31,neutral_pct,25.0923
2024-07-31,rf,0.45
2024-07-31,rmw,0.26
2024-07-31,sentiment_michigan_ics,66.4
2024-07-31,smb,6.81
2024-08-31,bearish_pct,26.9767
2024-08-31,bull_bear_spread,24.1861
2024-08-31,bullish_pct,51.1628
2024-08-31,cma,0.82
2024-08-31,hml,-1.1
2024-08-31,mkt_ret,2.08
2024-08-31,mkt_rf,1.6
2024-08-31,neutral_pct,21.8605
2024-08-31,rf,0.48
2024-08-31,rmw,0.76
2024-08-31,sentiment_michigan_ics,67.9
2024-08-31,smb,-3.49
2024-09-30,bearish_pct,23.6842
2024-09-30,bull_bear_spread,25.9399
2024-09-30,bullish_pct,49.6241
2024-09-30,cma,-0.29
2024-09-30,hml,-2.77
2024-09-30,mkt_ret,2.12
2024-09-30,mkt_rf,1.72
2024-09-30,neutral_pct,26.6917
2024-09-30,rf,0.4
2024-09-30,rmw,0.2
2024-09-30,sentiment_michigan_ics,70.1
2024-09-30,smb,-0.13
2024-10-31,bearish_pct,30.9013
2024-10-31,bull_bear_spread,8.5837
2024-10-31,bullish_pct,39.485
2024-10-31,cma,0.98
2024-10-31,hml,0.86
2024-10-31,mkt_ret,-0.61
2024-10-31,mkt_rf,-1.0
2024-10-31,neutral_pct,29.6137
2024-10-31,rf,0.39
2024-10-31,rmw,-1.48
2024-10-31,sentiment_michigan_ics,70.5
2024-10-31,smb,-0.99
2024-11-30,bearish_pct,38.6454
2024-11-30,bull_bear_spread,-1.593600000000002
2024-11-30,bullish_pct,37.0518
2024-11-30,cma,-2.05
2024-11-30,hml,0.15
2024-11-30,mkt_ret,6.890000000000001
2024-11-30,mkt_rf,6.49
2024-11-30,neutral_pct,24.3028
2024-11-30,rf,0.4
2024-11-30,rmw,-2.31
2024-11-30,sentiment_michigan_ics,71.8
2024-11-30,smb,4.46
2024-12-31,bearish_pct,34.146300000000004
2024-12-31,bull_bear_spread,3.6586
2024-12-31,bullish_pct,37.8049
2024-12-31,cma,-1.21
2024-12-31,hml,-3.0
2024-12-31,mkt_ret,-2.8
2024-12-31,mkt_rf,-3.17
2024-12-31,neutral_pct,28.0488
2024-12-31,rf,0.37
2024-12-31,rmw,1.89
2024-12-31,sentiment_michigan_ics,74.0
2024-12-31,smb,-2.71
