term,coef,std_err,t_stat,p_value,ci_low,ci_high
C(sic2_label)[T.51],-0.10476145255133862,1.6920055407066443,-0.061915549347188514,0.9506300846674097,-3.4210313739785816,3.2115084688759046
C(sic2_label)[T.52],1.0582283464308917,2.3440439068996635,0.4514541486684656,0.6516622643238095,-3.536013289273008,5.652469982134791
C(sic2_label)[T.53],2.854895400504072,1.9698392242582559,1.4493037631429462,0.14725277063845033,-1.0059185343764283,6.715709335384572
C(sic2_label)[T.54],0.6100779900389693,1.656482752543106,0.36829721836967544,0.7126516264092825,-2.636568545957293,3.856724526035232
C(sic2_label)[T.55],1.5747282294754572,1.5826926255228937,0.9949678188177535,0.31975191627793187,-1.527292315146553,4.676748774097467
C(sic2_label)[T.56],-1.8253659809864842,3.024483990394282,-0.6035297216926326,0.5461563493750736,-7.753245673977265,4.102513712004296
C(sic2_label)[T.57],8.369271738159231,7.268788857140833,1.151398383230968,0.2495683786728501,-5.877292633062861,22.615836109381323
C(sic2_label)[T.58],-0.8346470764882351,1.790156080700601,-0.4662426284983961,0.6410418394771227,-4.343288521366792,2.6739943683903213
C(sic2_label)[T.59],-1.914093868606461,4.668154621059555,-0.41003223414480844,0.6817823019144598,-11.063508800147412,7.23532106293449
C(sic2_label)[T.61],-5.939130549005753,6.446837383724524,-0.9212471473221101,0.3569214081194475,-18.574699635292248,6.696438537280741
C(sic2_label)[T.62],-3.417782234113715,5.349410420735736,-0.6389082095599701,0.5228826470319117,-13.902433997279015,7.066869529051584
C(sic2_label)[T.63],-0.5345110066040096,4.400527136676456,-0.12146522223419456,0.9033225593426395,-9.159385707481032,8.090363694273012
C(sic2_label)[T.64],0.7341386671730966,1.8260707527162263,0.4020318851726238,0.6876605605383225,-2.8448942413726543,4.313171575718847
C(sic2_label)[T.65],-2.340237118381636,3.0635182146459687,-0.763905077238812,0.44492381155904626,-8.344622485070182,3.664148248306909
C(sic2_label)[T.67],1.5132511298561457,1.7885991767376679,0.846053799832478,0.39752273224347856,-1.9923388393276742,5.018841099039966
